segment_id	isolate_id	isolate_name	subtype	host	date	location1	location2	location3	lineage	alt_name	setting	ref	location3_short	host_type	con_date	match	log	tag	event	int_7d	int_15d	int_31d	int_90d
EPI1891802	EPI_ISL_4032329	chicken/Yunlin/18010024-2/2018	H5N2	Chicken	2018-01-28	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1162	570b|571b	M2.R2	M2	570b|571b	Chiayi:1|Pingtung:1|Tainan:1|Yunlin:7	Changhua:3|Chiayi:1|Pingtung:4|Tainan:2|Yunlin:11	Changhua:4|Chiayi:3|Pingtung:7|Taichung:1|Tainan:2|Yunlin:14	Changhua:5|Chiayi:5|Pingtung:16|Taichung:1|Tainan:2|Yunlin:33
EPI1891810	EPI_ISL_4032330	chicken/Yunlin/18020003-2/2018	H5N2	Chicken	2018-01-31	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1165	572b|573b|574b|577b	M2.R4	M2	572b|573b|574b	Chiayi:1|Pingtung:4|Tainan:1|Yunlin:6	Chiayi:1|Pingtung:4|Tainan:2|Yunlin:9	Changhua:3|Chiayi:3|Pingtung:7|Taichung:1|Tainan:2|Yunlin:15	Changhua:5|Chiayi:5|Pingtung:16|Taichung:1|Tainan:2|Yunlin:31
EPI1891818	EPI_ISL_4032331	chicken/Yunlin/18020004-1/2018	H5N2	Chicken	2018-01-31	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1165	572b|573b|574b|577b	M2.R4	M2	572b|573b|574b	Chiayi:1|Pingtung:4|Tainan:1|Yunlin:6	Chiayi:1|Pingtung:4|Tainan:2|Yunlin:9	Changhua:3|Chiayi:3|Pingtung:7|Taichung:1|Tainan:2|Yunlin:15	Changhua:5|Chiayi:5|Pingtung:16|Taichung:1|Tainan:2|Yunlin:31
EPI1891826	EPI_ISL_4032332	chicken/Yunlin/18020005-2/2018	H5N2	Chicken	2018-01-31	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1165	572b|573b|574b|577b	M2.R4	M2	572b|573b|574b	Chiayi:1|Pingtung:4|Tainan:1|Yunlin:6	Chiayi:1|Pingtung:4|Tainan:2|Yunlin:9	Changhua:3|Chiayi:3|Pingtung:7|Taichung:1|Tainan:2|Yunlin:15	Changhua:5|Chiayi:5|Pingtung:16|Taichung:1|Tainan:2|Yunlin:31
EPI1891834	EPI_ISL_4032333	chicken/Yunlin/18020008-2/2018	H5N2	Chicken	2018-02-05	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1170	581b	M1	M1	581b	Yunlin:1	Chiayi:2|Pingtung:5|Yunlin:6	Changhua:3|Chiayi:2|Pingtung:5|Tainan:2|Yunlin:14	Changhua:5|Chiayi:5|Pingtung:16|Taichung:1|Tainan:2|Yunlin:30
EPI1891842	EPI_ISL_4032334	chicken/Yunlin/18020021-1/2018	H5N2	Chicken	2018-02-27	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1192	589b	M1	M1	589b	Yunlin:5	Pingtung:3|Yunlin:8	Chiayi:1|Pingtung:4|Yunlin:12	Changhua:5|Chiayi:3|Pingtung:11|Taichung:2|Tainan:3|Yunlin:31
EPI1891850	EPI_ISL_4032335	chicken/Yunlin/18030002-1/2018	H5N2	Chicken	2018-03-01	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1194	591b|592b	M2.R2	M2	591b|592b	Yunlin:4	Pingtung:3|Yunlin:8	Pingtung:3|Yunlin:11	Changhua:5|Chiayi:3|Pingtung:11|Taichung:2|Tainan:3|Yunlin:31
EPI1891858	EPI_ISL_4032336	chicken/Yunlin/18040006-3/2018	H5N2	Chicken	2018-04-08	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1232	605b	M1	M1	605b	Changhua:1|Taichung:1|Yunlin:2	Changhua:1|Taichung:1|Tainan:1|Yunlin:3	Changhua:1|Pingtung:2|Taichung:1|Tainan:1|Yunlin:8	Changhua:1|Pingtung:5|Taichung:1|Tainan:2|Yunlin:21
EPI1891866	EPI_ISL_4032337	chicken/Yunlin/18050013-1/2018	H5N2	Chicken	2018-05-14	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1268	614b	M0.E7.M1	eM1	614b	Tainan:1|Yunlin:1	Tainan:1|Yunlin:2	Changhua:1|Tainan:1|Yunlin:3	Changhua:2|Pingtung:1|Taichung:1|Tainan:3|Yunlin:14
EPI1891874	EPI_ISL_4032338	chicken/Yunlin/18060001-2/2018	H5N2	Chicken	2018-05-31	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1285	617b	M1	M1	617b	Changhua:1|Tainan:1|Yunlin:1	Changhua:1|Tainan:1|Yunlin:1	Changhua:1|Tainan:2|Yunlin:1	Changhua:1|Pingtung:1|Tainan:2|Yunlin:11
EPI1891882	EPI_ISL_4032379	chicken/Yunlin/18070003-3/2018	H5N2	Chicken	2018-07-27	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1342	625b	M1	M1	625b	Yunlin:1	Yunlin:1	Yunlin:2	Pingtung:1|Yunlin:10
EPI1891890	EPI_ISL_4032419	chicken/Yunlin/18080006-1/2018	H5N2	Chicken	2018-08-26	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Chicken/Turkey	1372	627b	M1	M1	627b	Yunlin:1	Yunlin:2	Pingtung:1|Yunlin:3	Pingtung:2|Yunlin:7
EPI1891898	EPI_ISL_4032420	duck/Changhua/15A03431-1-20T/2015	H5N2	Duck	2015-02-06	Asia	Taiwan	Changhua	GSGD-2344c	-	Farm	Huang_2021	Changhua	Duck/Goose	75	86b|87b	M2.R2	M2	86b|87b	Changhua:8|Chiayi:16|Kaohsiung:4|Miaoli:1|Nantou:3|Pingtung:15|Taichung:1|Tainan:9|Yunlin:24	Changhua:13|Chiayi:26|Hsinchu:1|Kaohsiung:9|Miaoli:2|Nantou:6|Pingtung:31|Taichung:1|Tainan:21|Yunlin:64	Changhua:28|Chiayi:39|Hsinchu:8|Kaohsiung:17|Miaoli:2|Nantou:6|Pingtung:58|Taichung:2|Tainan:54|Taitung:1|Yunlin:180	Changhua:47|Chiayi:89|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:4|Yunlin:394
EPI1891906	EPI_ISL_4032421	duck/Changhua/15A03473-1-20T/2015	H5N2	Duck	2015-02-08	Asia	Taiwan	Changhua	GSGD-2344c	-	Farm	Huang_2021	Changhua	Duck/Goose	77	97b	M1	M1	97b	Changhua:8|Chiayi:10|Kaohsiung:3|Miaoli:1|Nantou:2|Pingtung:10|Tainan:7|Yunlin:15	Changhua:11|Chiayi:23|Kaohsiung:5|Miaoli:2|Nantou:6|Pingtung:26|Taichung:1|Tainan:20|Yunlin:44	Changhua:22|Chiayi:36|Hsinchu:5|Kaohsiung:16|Miaoli:2|Nantou:6|Pingtung:51|Taichung:2|Tainan:49|Yunlin:153	Changhua:47|Chiayi:89|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:8|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:4|Yunlin:395
EPI1891914	EPI_ISL_4032422	duck/Chiayi/15080023/2015	H5N8	Duck	2015-08-25	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	275	269b	M1	M1	269b	Chiayi:1|Pingtung:4|Yunlin:1	Chiayi:1|Pingtung:4|Yunlin:1	Chiayi:1|Pingtung:5|Yunlin:6	Changhua:5|Chiayi:2|Nantou:1|Pingtung:7|Tainan:1|Taitung:1|Yunlin:13
EPI1891922	EPI_ISL_4032423	duck/Hsinchu/15020216/2015	H5N2	Duck	2015-02-17	Asia	Taiwan	Hsinchu	GSGD-2344c	-	Farm	Huang_2021	Hsinchu	Duck/Goose	86	145b|148b|149b	M2.R3	M2	145b|148b	Chiayi:2|Hsinchu:3|Kaohsiung:1|Pingtung:3|Tainan:7|Yunlin:9	Changhua:1|Chiayi:5|Hsinchu:4|Kaohsiung:1|Miaoli:1|Nantou:3|Pingtung:10|Tainan:12|Yunlin:18	Changhua:13|Chiayi:24|Hsinchu:7|Kaohsiung:6|Miaoli:2|Nantou:7|Pingtung:27|Taichung:1|Tainan:25|Taoyuan:1|Yunlin:55	Changhua:48|Chiayi:89|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:8|Pingtung:149|Taichung:5|Tainan:105|Taitung:1|Taoyuan:4|Yunlin:398
EPI1891930	EPI_ISL_4032424	duck/Kaohsiung/15010213/2015	H5N2	Duck	2015-01-16	Asia	Taiwan	Kaohsiung	GSGD-2344c	-	Farm	Huang_2021	Kaohsiung	Duck/Goose	54	194a	M1	M1	194a	Changhua:8|Chiayi:20|Kaohsiung:4|Pingtung:52|Taichung:1|Tainan:35|Yunlin:124	Changhua:21|Chiayi:47|Hsinchu:3|Kaohsiung:6|Pingtung:92|Taichung:3|Tainan:56|Taitung:1|Taoyuan:2|Yunlin:230	Changhua:32|Chiayi:61|Hsinchu:4|Kaohsiung:16|Pingtung:115|Taichung:4|Tainan:78|Taitung:1|Taoyuan:2|Yunlin:333	Changhua:45|Chiayi:84|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:392
EPI1891938	EPI_ISL_4032425	duck/Nantou/15A3437/2015	H5N2	Duck	2015-02-09	Asia	Taiwan	Nantou	GSGD-2344c	-	Farm	Huang_2021	Nantou	Duck/Goose	78	110b	M1	M1	110b	Changhua:8|Chiayi:11|Kaohsiung:3|Miaoli:1|Nantou:2|Pingtung:10|Tainan:5|Yunlin:14	Changhua:11|Chiayi:23|Kaohsiung:5|Miaoli:2|Nantou:6|Pingtung:22|Taichung:1|Tainan:20|Yunlin:43	Changhua:20|Chiayi:35|Hsinchu:5|Kaohsiung:16|Miaoli:2|Nantou:6|Pingtung:50|Taichung:2|Tainan:45|Yunlin:142	Changhua:47|Chiayi:89|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:8|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:4|Yunlin:396
EPI1891946	EPI_ISL_4032426	duck/Nantou/17A0243/2017	H5N2	Duck	2017-03-27	Asia	Taiwan	Nantou	GSGD-2344c	-	Farm	Huang_2021	Nantou	Duck/Goose	855	471b	M1	M1	471b	Changhua:1|Chiayi:2|Nantou:1|Tainan:1|Yunlin:1	Changhua:1|Chiayi:4|Nantou:1|Tainan:2|Yunlin:7	Changhua:2|Chiayi:6|Kaohsiung:1|Nantou:1|Pingtung:3|Tainan:4|Yunlin:18	Changhua:12|Chiayi:16|Hsinchu:1|Hualien:5|Kaohsiung:3|Nantou:1|Pingtung:11|Tainan:13|Taoyuan:1|Yilan:5|Yunlin:59
EPI1891954	EPI_ISL_4032427	duck/Pingtung/15010145/2015	H5N2	Duck	2015-01-13	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	51	101a	M1	M1	101a	Changhua:7|Chiayi:21|Kaohsiung:5|Pingtung:61|Tainan:30|Taoyuan:2|Yunlin:92	Changhua:13|Chiayi:40|Kaohsiung:5|Pingtung:79|Taichung:2|Tainan:50|Taoyuan:2|Yunlin:177	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:11|Pingtung:107|Taichung:4|Tainan:71|Taitung:1|Taoyuan:2|Yunlin:307	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI1891962	EPI_ISL_4032428	duck/Pingtung/15010157-1/2015	H5N3	Duck	2015-01-14	Asia	Taiwan	Pingtung	GSGD-2344c	-	Slaughterhouse	Huang_2021	Pingtung	Duck/Goose	52	146a	M1	SH	SH-Pingtung	Changhua:7|Chiayi:20|Kaohsiung:5|Pingtung:64|Tainan:30|Taoyuan:2|Yunlin:114	Changhua:15|Chiayi:45|Kaohsiung:5|Pingtung:85|Taichung:3|Tainan:51|Taoyuan:2|Yunlin:206	Changhua:30|Chiayi:56|Hsinchu:3|Kaohsiung:12|Pingtung:109|Taichung:4|Tainan:76|Taitung:1|Taoyuan:2|Yunlin:312	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI1891970	EPI_ISL_4032429	duck/Pingtung/15010180/2015	H5N3	Duck	2015-01-14	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	52	146a	M1	M1	146a	Changhua:7|Chiayi:20|Kaohsiung:5|Pingtung:64|Tainan:30|Taoyuan:2|Yunlin:114	Changhua:15|Chiayi:45|Kaohsiung:5|Pingtung:85|Taichung:3|Tainan:51|Taoyuan:2|Yunlin:206	Changhua:30|Chiayi:56|Hsinchu:3|Kaohsiung:12|Pingtung:109|Taichung:4|Tainan:76|Taitung:1|Taoyuan:2|Yunlin:312	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI1891978	EPI_ISL_4032430	duck/Pingtung/15010444/2015	H5N2	Duck	2015-01-17	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	55	372a|373a|397a|163a|101a	M0.E7.M2.R5	eM2	372a|373a|163a|101a	Changhua:10|Chiayi:24|Kaohsiung:3|Pingtung:46|Taichung:2|Tainan:38|Yunlin:130	Changhua:23|Chiayi:43|Hsinchu:3|Kaohsiung:6|Pingtung:94|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:236	Changhua:32|Chiayi:61|Hsinchu:4|Kaohsiung:16|Pingtung:120|Taichung:4|Tainan:80|Taitung:1|Taoyuan:2|Yunlin:337	Changhua:45|Chiayi:84|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:147|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:392
EPI1891986	EPI_ISL_4032431	duck/Pingtung/15010461-1/2015	H5N2	Duck	2015-01-21	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	59	372a|373a|397a	M2.R3	M2	372a|373a	Changhua:16|Chiayi:21|Hsinchu:3|Kaohsiung:1|Pingtung:29|Taichung:3|Tainan:29|Taitung:1|Yunlin:121	Changhua:26|Chiayi:39|Hsinchu:3|Kaohsiung:9|Pingtung:74|Taichung:4|Tainan:59|Taitung:1|Yunlin:260	Changhua:35|Chiayi:71|Hsinchu:4|Kaohsiung:18|Miaoli:1|Nantou:2|Pingtung:129|Taichung:5|Tainan:92|Taitung:1|Taoyuan:2|Yunlin:360	Changhua:45|Chiayi:86|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:394
EPI1891994	EPI_ISL_4032432	duck/Pingtung/15120006/2015	H5N8	Duck	2015-12-07	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	379	290b	M1	M1	290b	Changhua:1|Pingtung:1|Yunlin:1	Changhua:2|Pingtung:1|Yunlin:2	Changhua:3|Chiayi:1|Pingtung:2|Yunlin:5	Changhua:6|Chiayi:3|Pingtung:5|Tainan:3|Taoyuan:1|Yunlin:8
EPI1892002	EPI_ISL_4032433	duck/Pingtung/15A03399-1-10T/2015	H5N2	Duck	2015-02-06	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	75	633a|99b|63b	M0.E7.M2.R3	eM2	633a|99b|63b	Changhua:8|Chiayi:16|Kaohsiung:4|Miaoli:1|Nantou:3|Pingtung:15|Taichung:1|Tainan:9|Yunlin:24	Changhua:13|Chiayi:26|Hsinchu:1|Kaohsiung:9|Miaoli:2|Nantou:6|Pingtung:31|Taichung:1|Tainan:21|Yunlin:64	Changhua:28|Chiayi:39|Hsinchu:8|Kaohsiung:17|Miaoli:2|Nantou:6|Pingtung:58|Taichung:2|Tainan:54|Taitung:1|Yunlin:180	Changhua:47|Chiayi:89|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:4|Yunlin:394
EPI1892010	EPI_ISL_4032434	duck/Pingtung/17A00408-1-10T/2017	H5N2	Duck	2017-05-11	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	900	491b	M1	M1	491b	Changhua:1|Pingtung:2|Yunlin:1	Changhua:1|Pingtung:2|Yunlin:2	Changhua:2|Pingtung:3|Yunlin:6	Changhua:5|Chiayi:3|Nantou:1|Pingtung:5|Tainan:5|Yunlin:20
EPI1892018	EPI_ISL_4032435	duck/Pingtung/17A0160/2017	H5N2	Duck	2017-03-06	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	834	443b	M1	M1	443b	Changhua:1|Hualien:1|Kaohsiung:1|Pingtung:3|Tainan:2|Taoyuan:1|Yunlin:4	Changhua:2|Hualien:1|Kaohsiung:2|Pingtung:4|Tainan:3|Taoyuan:1|Yilan:1|Yunlin:16	Changhua:8|Chiayi:3|Hualien:2|Kaohsiung:3|Pingtung:8|Tainan:7|Taoyuan:1|Yilan:5|Yunlin:38	Changhua:10|Chiayi:18|Hsinchu:1|Hualien:6|Kaohsiung:3|Nantou:1|Pingtung:8|Tainan:14|Taoyuan:1|Yilan:5|Yunlin:60
EPI1892026	EPI_ISL_4032436	duck/Pingtung/18A00003-11-20T/2018	H5N2	Duck	2018-01-08	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	1142	550b	M1	M1	550b	Changhua:1|Chiayi:1|Pingtung:2	Changhua:2|Chiayi:1|Pingtung:4|Yunlin:4	Changhua:5|Chiayi:3|Pingtung:8|Taichung:1|Yunlin:9	Changhua:5|Chiayi:5|Pingtung:13|Taichung:1|Tainan:2|Yunlin:26
EPI1892034	EPI_ISL_4032437	duck/Pingtung/18A00076-11-20T/2018	H5N2	Duck	2018-02-01	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	1166	578b|579b|580b	M2.R3	M2	578b|579b|580b	Chiayi:1|Pingtung:4|Yunlin:4	Chiayi:1|Pingtung:4|Tainan:1|Yunlin:8	Changhua:3|Chiayi:2|Pingtung:7|Taichung:1|Tainan:2|Yunlin:15	Changhua:5|Chiayi:5|Pingtung:16|Taichung:1|Tainan:2|Yunlin:31
EPI1892042	EPI_ISL_4032438	duck/Pingtung/18X00077/2018	H5N2	Duck	2018-11-30	Asia	Taiwan	Pingtung	GSGD-2344c	-	Rendering_plant	Huang_2021	Pingtung	Duck/Goose	1468	646b	M0.E7.M0.E3m.1Mi.R1	SH	SH-Pingtung		Changhua:1|Yunlin:1	Changhua:1|Yunlin:4	Changhua:1|Chiayi:1|Pingtung:1|Taoyuan:1|Yunlin:9
EPI1892050	EPI_ISL_4032439	duck/Taichung/15010400-1/2015	H5N2	Duck	2015-01-21	Asia	Taiwan	Taichung	GSGD-2344c	-	Farm	Huang_2021	Taichung	Duck/Goose	59	546a|332a	M0.E7.M2.R2	eM2	546a|332a	Changhua:16|Chiayi:21|Hsinchu:3|Kaohsiung:1|Pingtung:29|Taichung:3|Tainan:29|Taitung:1|Yunlin:121	Changhua:26|Chiayi:39|Hsinchu:3|Kaohsiung:9|Pingtung:74|Taichung:4|Tainan:59|Taitung:1|Yunlin:260	Changhua:35|Chiayi:71|Hsinchu:4|Kaohsiung:18|Miaoli:1|Nantou:2|Pingtung:129|Taichung:5|Tainan:92|Taitung:1|Taoyuan:2|Yunlin:360	Changhua:45|Chiayi:86|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:394
EPI1892058	EPI_ISL_4032440	duck/Tainan/15010403/2015	H5N8	Duck	2015-01-20	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2021	Tainan	Duck/Goose	58	345a	M1	M1	345a	Changhua:14|Chiayi:21|Hsinchu:3|Kaohsiung:1|Pingtung:31|Taichung:3|Tainan:26|Taitung:1|Yunlin:132	Changhua:27|Chiayi:39|Hsinchu:3|Kaohsiung:9|Pingtung:85|Taichung:4|Tainan:59|Taitung:1|Yunlin:261	Changhua:34|Chiayi:71|Hsinchu:4|Kaohsiung:18|Miaoli:1|Nantou:2|Pingtung:127|Taichung:5|Tainan:89|Taitung:1|Taoyuan:2|Yunlin:357	Changhua:45|Chiayi:86|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:393
EPI1892082	EPI_ISL_4032443	duck/Taoyuan/16010023-1/2016	H5N2	Duck	2016-01-12	Asia	Taiwan	Taoyuan	GSGD-2344c	-	Farm	Huang_2021	Taoyuan	Duck/Goose	415	312b	M1	M1	312b	Tainan:3|Taoyuan:1	Changhua:2|Chiayi:1|Pingtung:1|Tainan:3|Taoyuan:1|Yunlin:1	Changhua:3|Chiayi:2|Pingtung:1|Tainan:3|Taoyuan:1|Yunlin:2	Changhua:8|Chiayi:3|Pingtung:6|Tainan:5|Taoyuan:1|Yunlin:9
EPI1892090	EPI_ISL_4032444	duck/Yilan/17A0092/2017	H5N2	Duck	2017-02-22	Asia	Taiwan	Yilan	GSGD-2344c	-	Farm	Huang_2021	Yilan	Duck/Goose	822	406b	M1	M1	406b	Changhua:6|Chiayi:2|Hualien:1|Kaohsiung:1|Pingtung:1|Tainan:2|Yilan:4|Yunlin:13	Changhua:7|Chiayi:4|Hsinchu:1|Hualien:3|Kaohsiung:1|Pingtung:2|Tainan:5|Yilan:5|Yunlin:26	Changhua:8|Chiayi:12|Hsinchu:1|Hualien:5|Kaohsiung:2|Pingtung:5|Tainan:10|Taoyuan:1|Yilan:5|Yunlin:36	Changhua:10|Chiayi:17|Hsinchu:1|Hualien:6|Kaohsiung:3|Nantou:1|Pingtung:8|Tainan:14|Taoyuan:1|Yilan:6|Yunlin:66
EPI1892098	EPI_ISL_4032445	duck/Yunlin/15010115-2/2015	H5N2	Duck	2015-01-13	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	51	114a	M1	M1	114a	Changhua:7|Chiayi:21|Kaohsiung:5|Pingtung:61|Tainan:30|Taoyuan:2|Yunlin:92	Changhua:13|Chiayi:40|Kaohsiung:5|Pingtung:79|Taichung:2|Tainan:50|Taoyuan:2|Yunlin:177	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:11|Pingtung:107|Taichung:4|Tainan:71|Taitung:1|Taoyuan:2|Yunlin:307	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI1892106	EPI_ISL_4032446	duck/Yunlin/15010244-1/2015	H5N2	Duck	2015-01-16	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	54	231a	M1	M1	231a	Changhua:8|Chiayi:20|Kaohsiung:4|Pingtung:52|Taichung:1|Tainan:35|Yunlin:124	Changhua:21|Chiayi:47|Hsinchu:3|Kaohsiung:6|Pingtung:92|Taichung:3|Tainan:56|Taitung:1|Taoyuan:2|Yunlin:230	Changhua:32|Chiayi:61|Hsinchu:4|Kaohsiung:16|Pingtung:115|Taichung:4|Tainan:78|Taitung:1|Taoyuan:2|Yunlin:333	Changhua:45|Chiayi:84|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:392
EPI1892114	EPI_ISL_4032447	duck/Yunlin/15010277/2015	H5N8	Duck	2015-01-17	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	55	245a	M1	M1	245a	Changhua:10|Chiayi:24|Kaohsiung:3|Pingtung:46|Taichung:2|Tainan:38|Yunlin:130	Changhua:23|Chiayi:43|Hsinchu:3|Kaohsiung:6|Pingtung:94|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:236	Changhua:32|Chiayi:61|Hsinchu:4|Kaohsiung:16|Pingtung:120|Taichung:4|Tainan:80|Taitung:1|Taoyuan:2|Yunlin:337	Changhua:45|Chiayi:84|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:147|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:392
EPI1892122	EPI_ISL_4032448	duck/Yunlin/15010310-4/2015	H5N2	Duck	2015-01-18	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	56	282a|283a	M2.R2	M2	282a|283a	Changhua:11|Chiayi:23|Kaohsiung:3|Pingtung:28|Taichung:3|Tainan:33|Yunlin:149	Changhua:26|Chiayi:43|Hsinchu:3|Kaohsiung:6|Pingtung:95|Taichung:3|Tainan:61|Taitung:1|Taoyuan:2|Yunlin:256	Changhua:34|Chiayi:63|Hsinchu:4|Kaohsiung:17|Pingtung:121|Taichung:4|Tainan:84|Taitung:1|Taoyuan:2|Yunlin:346	Changhua:45|Chiayi:85|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:147|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:392
EPI1892130	EPI_ISL_4032449	duck/Yunlin/15010318-2/2015	H5N2	Duck	2015-01-18	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	56	282a|283a	M2.R2	M2	282a|283a	Changhua:11|Chiayi:23|Kaohsiung:3|Pingtung:28|Taichung:3|Tainan:33|Yunlin:149	Changhua:26|Chiayi:43|Hsinchu:3|Kaohsiung:6|Pingtung:95|Taichung:3|Tainan:61|Taitung:1|Taoyuan:2|Yunlin:256	Changhua:34|Chiayi:63|Hsinchu:4|Kaohsiung:17|Pingtung:121|Taichung:4|Tainan:84|Taitung:1|Taoyuan:2|Yunlin:346	Changhua:45|Chiayi:85|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:147|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:392
