segment_id	isolate_id	isolate_name	subtype	host	date	location1	location2	location3	lineage	alt_name	setting	ref	location3_short	host_type	con_date	match	log	tag	event	int_7d	int_15d	int_31d	int_90d
EPI961922	EPI_ISL_256396	chicken/Taiwan/u7/2016	H5N2	Chicken	2016-09-30	Asia	Taiwan	Changhua:1	GSGD-2344c	-	Unknown	baphiq	Unknown	Chicken/Turkey	677	339b	M0.E7.M1	eM1	339b	Changhua:1	Changhua:1	Changhua:1|Chiayi:1	Changhua:1|Chiayi:1|Hsinchu:1
EPI961933	EPI_ISL_256398	chicken/Taiwan/x37/2016	H5N8	Chicken	2016-12-21	Asia	Taiwan	Taipei	GSGD-2344c	chicken/TW/ML/16120037/2016/H5N8	Slaughterhouse	Huang_2021|nvri_report-2016-4	Taipei	Chicken/Turkey	759		M0.E7.M0.E3m.M0.E6m.M0.E9m.M0.E12m.M0.E15m.M0.E18m.M0.E21m.M0.E24m.M0.E27m.M0.E30m.M0.	SH	SH-Taipei			Yunlin:3	Hualien:1|Yilan:1|Yunlin:16
KP714479	EPI_ISL_201501091	goose/Taiwan/01-003/2015	H5N8	Goose	2015-01-09	Asia	Taiwan	Chiayi	GSGD-2344c	KP714479	Farm	Lee_2016	Chiayi	Duck/Goose	47	8a|9a|10a	M2.R3	M2	8a|9a|10a	Changhua:2|Chiayi:16|Kaohsiung:1|Pingtung:20|Tainan:8|Taoyuan:2|Yunlin:34	Changhua:7|Chiayi:27|Kaohsiung:5|Pingtung:63|Tainan:30|Taoyuan:2|Yunlin:102	Changhua:23|Chiayi:49|Hsinchu:3|Kaohsiung:6|Pingtung:96|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:246	Changhua:43|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:6|Pingtung:145|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:387
KP714480	EPI_ISL_201501092	goose/Taiwan/01-004/2015	H5N2	Goose	2015-01-09	Asia	Taiwan	Yunlin	GSGD-2344c	KP714480	Farm	Lee_2016	Yunlin	Duck/Goose	47	13a|14a|15a|16a|17a|18a	M2.R6	M2	13a|14a|15a|16a|17a|18a	Changhua:2|Chiayi:16|Kaohsiung:1|Pingtung:20|Tainan:8|Taoyuan:2|Yunlin:34	Changhua:7|Chiayi:27|Kaohsiung:5|Pingtung:63|Tainan:30|Taoyuan:2|Yunlin:102	Changhua:23|Chiayi:49|Hsinchu:3|Kaohsiung:6|Pingtung:96|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:246	Changhua:43|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:6|Pingtung:145|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:387
KP714481	EPI_ISL_201501121	goose/Taiwan/01-042/2015	H5N3	Goose	2015-01-12	Asia	Taiwan	Pingtung	GSGD-2344c	KP714481	Farm	Lee_2016	Pingtung	Duck/Goose	50	73a|78a|79a|80a	M2.R4	M2	73a|78a|79a	Changhua:5|Chiayi:23|Kaohsiung:2|Pingtung:57|Tainan:23|Taoyuan:2|Yunlin:71	Changhua:10|Chiayi:36|Kaohsiung:5|Pingtung:72|Taichung:1|Tainan:43|Taoyuan:2|Yunlin:158	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:10|Pingtung:105|Taichung:4|Tainan:67|Taitung:1|Taoyuan:2|Yunlin:295	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI1892074	EPI_ISL_4032442	duck/Tainan/16010024-1/2016	H5N2	Duck	2016-01-11	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2021	Tainan	Duck/Goose	414	309b|310b	M2.R2	M2	309b|310b	Tainan:2|Taoyuan:1	Changhua:3|Chiayi:1|Pingtung:1|Tainan:3|Taoyuan:1|Yunlin:1	Changhua:3|Chiayi:2|Pingtung:1|Tainan:3|Taoyuan:1|Yunlin:2	Changhua:8|Chiayi:3|Pingtung:6|Tainan:5|Taoyuan:1|Yunlin:9
EPI1891141	EPI_ISL_4032226	chicken/Kaohsiung/16MB0889/2016	H5N8	Chicken	2016-04-20	Asia	Taiwan	Kaohsiung	GSGD-2344c	-	Farm	Huang_2021	Kaohsiung	Chicken/Turkey	514	441b	M0.E7.M0.E3m.M0.E6m.M0.E9m.M0.E12m.4Mi.R1	Un	64000240|64000230|64000310|64000140|64000300|64000340|64000350	Tainan:1	Tainan:1	Chiayi:2|Tainan:2	Chiayi:3|Pingtung:1|Tainan:3|Yunlin:3
EPI1891458	EPI_ISL_4032286	chicken/Taipei/16060023-1/2016	H5N8	Chicken	2016-06-23	Asia	Taiwan	Taipei	GSGD-2344c	-	Slaughterhouse	Huang_2021	Taipei	Chicken/Turkey	578		M0.E7.M0.E3m.M0.E6m.M0.E9m.M0.E12m.M0.E15m.M0.E18m.M0.E21m.M0.E24m.M0.E27m.M0.E30m.M0.E33m.M0.E36m.M0.	SH	SH-Taipei			Hualien:1|Tainan:1	Hualien:1|Pingtung:1|Tainan:2|Yunlin:1
EPI1891490	EPI_ISL_4032290	chicken/Taipei/17050007-2/2017	H5N8	Chicken	2017-05-07	Asia	Taiwan	Taipei	GSGD-2344c	-	Slaughterhouse	Huang_2021	Taipei	Chicken/Turkey	896		M0.E7.M0.E3m.M0.E6m.M0.E9m.M0.E12m.M0.E15m.M0.E18m.M0.E21m.M0.E24m.M0.E27m.M0.E30m.M0.	SH	SH-Taipei	Pingtung:1|Yunlin:2	Changhua:2|Pingtung:2|Yunlin:3	Changhua:3|Pingtung:3|Yunlin:4	Changhua:5|Chiayi:5|Nantou:1|Pingtung:4|Tainan:5|Yunlin:20
EPI1891259	EPI_ISL_4032245	chicken/New_Taipei_City/17090002/2017	H5N8	Chicken	2017-09-01	Asia	Taiwan	New_Taipei_City	GSGD-2344c	-	Slaughterhouse	Huang_2021	New_Taipei	Chicken/Turkey	1013		M0.E7.M0.E3m.M0.E6m.M0.E9m.M0.E12m.M0.E15m.M0.E18m.M0.E21m.M0.E24m.M0.E27m.M0.E30m.M0.E33m.M0.E36m.M0.	SH	SH-New_Taipei			Chiayi:1|Yunlin:3	Changhua:2|Chiayi:1|Yunlin:4
EPI750106	EPI_ISL_219873	chicken/Taiwan/01174/2015	H5N3	Chicken	2015-01-16	Asia	Taiwan	Changhua:2|Yunlin:27|Chiayi:3|Tainan:7|Kaohsiung:3|Pingtung:5	GSGD-2344c	KU646909|chicken/Taiwan/a174/2015	Farm	Lee_2016|baphiq	Pingtung	Chicken/Turkey	54	448a|191a	M0.E7.M2.R2	eM2	448a|191a	Changhua:8|Chiayi:20|Kaohsiung:4|Pingtung:52|Taichung:1|Tainan:35|Yunlin:124	Changhua:21|Chiayi:47|Hsinchu:3|Kaohsiung:6|Pingtung:92|Taichung:3|Tainan:56|Taitung:1|Taoyuan:2|Yunlin:230	Changhua:32|Chiayi:61|Hsinchu:4|Kaohsiung:16|Pingtung:115|Taichung:4|Tainan:78|Taitung:1|Taoyuan:2|Yunlin:333	Changhua:45|Chiayi:84|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:392
EPI1892376	EPI_ISL_4032559	goose/Chiayi/18020014-3/2018	H5N2	Goose	2018-02-12	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	1177	583b	M1	M1	583b	Chiayi:1|Pingtung:1|Yunlin:2	Chiayi:1|Pingtung:1|Yunlin:3	Chiayi:2|Pingtung:5|Tainan:1|Yunlin:14	Changhua:5|Chiayi:4|Pingtung:15|Taichung:1|Tainan:2|Yunlin:31
EPI1892602	EPI_ISL_4055121	goose/Yunlin/18030020-1/2018	H5N2	Goose	2018-03-30	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1223	602b	M1	M1	602b	Pingtung:1|Tainan:1|Yunlin:3	Pingtung:1|Tainan:1|Yunlin:4	Changhua:1|Pingtung:1|Taichung:1|Tainan:1|Yunlin:6	Changhua:1|Pingtung:5|Taichung:1|Tainan:1|Yunlin:21
EPI1773156	EPI_ISL_502393	chicken/Taiwan/A3/2019	H5N2	Chicken	2019-03-25	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Li_2020	Yunlin	Chicken/Turkey	1583	664b|662b	M0.E7.M2.R2	eM2	662b	Taipei:2|Yunlin:2	Taipei:3|Yunlin:4	Changhua:1|Taipei:4|Yunlin:5	Changhua:4|Pingtung:1|Taipei:4|Yunlin:10
EPI1773188	EPI_ISL_502397	chicken/Taiwan/D9/2019	H5N2	Chicken	2019-02-27	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Li_2020	Yunlin	Chicken/Turkey	1557	653b	M0.E7.M1	eM1	653b	Yunlin:1	Changhua:1|Pingtung:1|Yunlin:1	Changhua:3|Pingtung:1|Yunlin:2	Changhua:3|Hsinchu:1|Pingtung:2|Taipei:4|Yunlin:10
EPI690528	EPI_ISL_206457	goose/Taiwan/TNC2/2015	H5N8	Goose	2015-01-17	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2015	Tainan	Duck/Goose	55	240a	M1	M1	240a	Changhua:10|Chiayi:24|Kaohsiung:3|Pingtung:46|Taichung:2|Tainan:38|Yunlin:130	Changhua:23|Chiayi:43|Hsinchu:3|Kaohsiung:6|Pingtung:94|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:236	Changhua:32|Chiayi:61|Hsinchu:4|Kaohsiung:16|Pingtung:120|Taichung:4|Tainan:80|Taitung:1|Taoyuan:2|Yunlin:337	Changhua:45|Chiayi:84|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:147|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:392
EPI690552	EPI_ISL_206460	goose/Taiwan/TNC5/2015	H5N8	Goose	2015-01-17	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2015	Tainan	Duck/Goose	55	240a	M1	M1	240a	Changhua:10|Chiayi:24|Kaohsiung:3|Pingtung:46|Taichung:2|Tainan:38|Yunlin:130	Changhua:23|Chiayi:43|Hsinchu:3|Kaohsiung:6|Pingtung:94|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:236	Changhua:32|Chiayi:61|Hsinchu:4|Kaohsiung:16|Pingtung:120|Taichung:4|Tainan:80|Taitung:1|Taoyuan:2|Yunlin:337	Changhua:45|Chiayi:84|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:147|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:392
