cluster	loc.d	loc.o	span	span2	intro_date	intro_date2	rep_strain	area
cluster_227	Vietnam	China	2.7799999999999727	2.660000000000082	2018.44	2018.56	Muscovy_duck/Long_An/AI470/2018	gSEA
cluster_228	Russian_Federation	China	2.25	1.9800000000000182	2015.73	2016	environment/Kamchatka/18/2016	gNA
cluster_229	Croatia	Russian_Federation	0.38000000000010914	0.19000000000005457	2016.8	2016.99	mute_swan/Croatia/42/2017	gE
cluster_230	Germany	Croatia	0.12000000000011823	0.12000000000011823	2017.06	2017.06	turkey/Germany-SH/AR426-L03295/2017	gE
cluster_231	United_Kingdom	Russian_Federation	0.03999999999996362	0.03999999999996362	2017	2017	Cygnus_olor/England/AS00918/2016	gE
cluster_232	Iran	Russian_Federation	0.6199999999998909	0	2016.43	2017.05	chicken/Iran/17RS654-29/2017	gWA
cluster_233	Bangladesh	Russian_Federation	0.21000000000003638	0.21000000000003638	2017.03	2017.03	chicken/Bangladesh/1896-17-HA/2017	gWA
cluster_234	Saudi_Arabia	Russian_Federation	1.5799999999999272	1.240000000000009	2016.66	2017	chicken/Alkharj/910/2018	gWA
cluster_235	Pakistan	Saudi_Arabia	0.37000000000011823	0.16000000000008185	2018.59	2018.8	chicken/Pakistan/531/2018	gWA
cluster_236	China	Russian_Federation	1.3999999999998636	0.959999999999809	2016.45	2016.89	whooper_swan/Shanxi/RC01/2016	gCN
cluster_237	Nigeria	Russian_Federation	0.2400000000000091	0	2016.64	2016.88	duck/Nigeria/17RS737-43/2016	gA
cluster_238	Uganda	Nigeria	0.15000000000009095	0.009999999999990905	2016.86	2017	chicken/Uganda/17RS115-15/2017	gA
cluster_239	Congo	Nigeria	0.37999999999988177	0.009999999999990905	2016.99	2017.36	duck/Democratic_Republic_of_the_Congo/17RS882-29/2017	gA
cluster_240	Egypt	Russian_Federation	3.3099999999999454	2.5799999999999272	2016.27	2017	Duck/Luxor/248/2018	gWA
