tree	state	t1_p	t2_p
53	Changhua	0.9152174723093691	0.22089041095706038
53	Chiayi	0.10968610670279427	0.18484699753126138
53	Pingtung	0.5853295020667949	0.28905722171479736
53	Taichung	0.008288247772855396	0
53	Tainan	0.583825042265958	0.21660958904295627
53	Yunlin	0.6520845663046279	1
54	Changhua	0.8373057159294323	0.3022260273984907
54	Chiayi	0.06905673041516429	0.3452420343789109
54	Pingtung	0.570205792972835	0.6065358713006875
54	Taichung	0.010263270982729493	0
54	Tainan	0.531058202061602	0
54	Yunlin	0.7407101163097445	0.8769263698632143
55	Changhua	1	0.2388730024726565
55	Chiayi	0.09334747838577653	0.41722007258983523
55	Pingtung	0.5834382000791077	0.45327469317572305
55	Taichung	0.029282716335661225	0
55	Tainan	0.5660239860969287	0.21660958903904828
55	Yunlin	0.43894879850199525	1
56	Changhua	0.8451421638914723	0.35465395839844144
56	Chiayi	0.17782320518764716	0.5675176973320156
56	Kaohsiung	0.16702467936279392	0
56	Pingtung	0.5298439571062151	0.6318316653592966
56	Taichung	0.006268335080109492	0
56	Tainan	0.40885946368056847	0
56	Yunlin	0.6787265304480353	1
57	Changhua	1	0.22089041095706038
57	Chiayi	0.12508016345539394	0.18715536752339348
57	Pingtung	0.6048202445556066	0.6111356686483247
57	Taichung	0.006839291391574144	0
57	Tainan	0.5058569440719558	0.21660958903904828
57	Yunlin	0.44968626946075374	1
58	Changhua	0.9053387180979119	0.22089041096096837
58	Chiayi	0.3383179108514859	0.167855637820302
58	Pingtung	0.7693614033418902	0.38542616201559693
58	Taichung	0.015905400737023893	0
58	Tainan	0.2778202802312242	0.49079822191006056
58	Yunlin	0.432920293034217	1
59	Changhua	1	0.3022260273984907
59	Chiayi	0.16251216443169297	0.41482909060543394
59	Pingtung	0.6135571021522525	0.8769263698632143
59	Taichung	0.03239268282288569	0
59	Tainan	0.12804720987834678	0
59	Yunlin	0.5500093737829066	1
60	Changhua	1	0.22089041095706038
60	Chiayi	0.17811279723860463	0.6369323870390812
60	Pingtung	0.6231269688368488	0.17921779757815626
60	Taichung	0.015015780607729538	0
60	Tainan	0.39165523319726825	0.21660958903904828
60	Yunlin	0.6118076739720645	1
61	Changhua	0.8321822731042344	0.22089041095706038
61	Chiayi	0.21228262317492128	0.3222235966992453
61	Nantou	0.00878809145265013	6.138167109703415e-4
61	Pingtung	0.7284066547712651	0.5046543233983783
61	Taichung	0.013343316565511895	0
61	Tainan	0.45730185216299585	0.21660958904295627
61	Yunlin	0.32544825312027553	1
62	Changhua	0.8678570819511163	0.3561042376719152
62	Chiayi	0.1349167182103969	0.2233886197304207
62	Nantou	0	0.03351573552734295
62	Pingtung	0.7214130865945403	0.5200355621679624
62	Taichung	0.00696130894791608	0
62	Tainan	0.5238212906749548	0.21660958903904828
62	Yunlin	0.3326524991091415	1
63	Changhua	0.896203958712877	0.35628807792586853
63	Chiayi	0.17869124999903396	0.29965604753508157
63	Nantou	0	0.03553302592580225
63	Pingtung	0.7347012806748375	0.624861385581934
63	Taichung	0.004512436643097372	0
63	Tainan	0.27989312842692704	0.21660958903904828
63	Yunlin	0.5074782655608127	1
64	Changhua	0.9058599825916668	0.22089041096096837
64	Chiayi	0.10827182777197106	0.2003181766054716
64	Pingtung	0.7097970623937092	0.5084941361835339
64	Taichung	0.00218414174044875	0
64	Tainan	0.4530857856084135	0.21660958904295627
64	Yunlin	0.8191798984383439	1
65	Changhua	0.9101053722184703	0.3022260273984907
65	Chiayi	0.10176678551462486	0.1713892178788141
65	Nantou	0	0.009699844000010017
65	Pingtung	0.9070123898424028	0.5000715724022715
65	Taichung	0.0015032892399466488	0
65	Tainan	0.32314950587496966	0
65	Yunlin	0.5970107177509275	1
66	Changhua	1	0.6256706857499705
66	Chiayi	0.07971778205377548	0.21496832703905225
66	Nantou	0	0.005829263605505336
66	Pingtung	0.5967702607610543	0.5033171356796033
66	Taichung	0.002158228608147492	0
66	Tainan	0.357394541531414	0
66	Yunlin	0.434837729334868	0.8769263698632143
67	Changhua	0.8528768496512468	0.22089041096096837
67	Chiayi	0.07592874942373105	0.1254796056367717
67	Pingtung	0.5608252447702717	0.5571806618670806
67	Taichung	0.013241928912033239	0
67	Tainan	0.3621190449421293	0
67	Yunlin	0.5653111963793417	1
68	Changhua	0.880495176876611	0.22089041096096837
68	Chiayi	0.3391768543250995	0.39478028407812893
68	Pingtung	0.6012711286639771	0.36668836201172195
68	Taichung	0.003940248163091926	0
68	Tainan	0.32961887799060036	0.5869247742382336
68	Yunlin	0.500587354057318	1
69	Changhua	0.7552090771798492	0.3308025925508272
69	Chiayi	0.8201399643668343	0.3561316519687922
