statistic	time	lower	mean	upper
pro_Yunlin	2017.9	0	0.526854	1
pro_Yunlin	2018	0	0.573699	1
pro_Yunlin	2018.1	0.229352	0.663854	1
pro_Yunlin	2018.2	0.5	0.807302	1
pro_Yunlin	2018.3	0.5	0.941832	1
pro_Yunlin	2018.4	0.869827	0.990069	1
pro_Yunlin	2018.5	1	0.996367	1
pro_Yunlin	2018.6	1	0.997047	1
pro_Yunlin	2018.7	1	0.998258	1
pro_Yunlin	2018.8	1	0.998546	1
pro_Yunlin	2018.9	1	0.999	1
